track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_m
low,pop,dance pop,0.6,0.888,8,-4.612,major,0.13,0.00166,0,0.4,0.641,126.056,2.617066667
high,pop,dance pop,0.687,0.707,4,-6.19,major,0.0328,0.0536,9.29E-05,0.16,0.607,127.033,3.144266667
low,pop,dance pop,0.711,0.724,7,-4.809,major,0.106,0.0835,0,0.0389,0.478,104.048,3.48245
high,pop,dance pop,0.693,0.575,9,-6.998,major,0.0801,0.374,0,0.252,0.492,117.999,3.5227
low,pop,dance pop,0.683,0.785,7,-4.879,major,0.037,0.0643,1.34E-05,0.177,0.581,122.997,3.076066667
low,pop,dance pop,0.638,0.818,9,-4.517,minor,0.05,0.131,1.78E-05,0.107,0.489,126.015,2.799833333
low,pop,dance pop,0.707,0.806,6,-4.777,major,0.175,0.00908,0,0.366,0.634,119.972,2.716666667
low,pop,dance pop,0.59,0.888,5,-2.851,major,0.0765,0.0216,0,0.487,0.288,126.094,3.095233333
low,pop,dance pop,0.632,0.574,4,-8.584,major,0.053,0.0942,0,0.215,0.557,125.989,3.365083333
low,pop,dance pop,0.703,0.879,1,-4.514,minor,0.177,0.0693,0,0.315,0.542,124.972,3.056
high,pop,dance pop,0.79,0.746,9,-5.96,major,0.0502,0.241,0,0.316,0.538,124.971,3.538
low,pop,dance pop,0.733,0.718,4,-7.149,minor,0.0376,0.0107,0.0102,0.33,0.206,122.993,2.934966667
low,pop,dance pop,0.728,0.848,5,-6.248,major,0.185,0.0427,4.49E-06,0.118,0.612,124.993,3.21895
low,pop,dance pop,0.502,0.78,0,-4.547,major,0.244,0.333,0,0.72,0.607,122.688,3.055683333
low,pop,dance pop,0.638,0.708,1,-5.001,minor,0.0421,0.24,0,0.311,0.582,103.16,2.203883333
low,pop,dance pop,0.685,0.712,6,-4.302,minor,0.0894,0.334,1.10E-06,0.047,0.483,114.989,3.274883333
low,pop,dance pop,0.62,0.906,11,-3.638,minor,0.0627,0.102,0.0206,0.183,0.398,123.047,3.696216667
high,pop,dance pop,0.601,0.775,0,-4.612,major,0.0473,0.269,0,0.0883,0.483,119.964,3.171583333
low,pop,dance pop,0.762,0.665,11,-6.92,minor,0.0471,0.169,0,0.103,0.961,115.946,3.227333333
low,pop,dance pop,0.684,0.95,1,-2.588,minor,0.0809,0.0207,1.25E-06,0.105,0.436,125.974,2.6028
low,pop,dance pop,0.65,0.819,4,-3.811,major,0.0551,0.117,0,0.0772,0.351,128.09,3.101566667
low,pop,dance pop,0.448,0.836,11,-6.495,major,0.0809,0.229,0,0.427,0.482,122.899,2.83505
low,pop,dance pop,0.712,0.646,5,-4.23,major,0.182,0.116,0,0.123,0.607,104.998,3.276183333
low,pop,dance pop,0.674,0.854,5,-5.253,major,0.115,0.054,0,0.379,0.503,111.969,3.009516667
low,pop,dance pop,0.739,0.622,11,-5.382,minor,0.0394,0.532,0,0.0508,0.615,119.992,3.630066667
high,pop,dance pop,0.647,0.795,1,-3.548,minor,0.0372,0.0635,0,0.188,0.409,127.992,3.2067
high,pop,dance pop,0.669,0.895,5,-3.787,minor,0.0575,0.128,0,0.297,0.576,124.964,3.42755
low,pop,dance pop,0.792,0.724,11,-5.108,minor,0.0362,0.219,0,0.0911,0.429,109.984,2.816666667
low,pop,dance pop,0.706,0.931,0,-3.053,minor,0.0456,0.354,3.72E-06,0.146,0.465,123.012,3.348216667
low,pop,dance pop,0.645,0.795,1,-5.439,major,0.0343,0.0334,1.05E-05,0.089,0.424,127.959,3.78125
low,pop,dance pop,0.662,0.823,9,-4.7,major,0.0971,0.073,0,0.0833,0.435,118.958,3.196433333
low,pop,dance pop,0.673,0.885,11,-3.574,minor,0.0569,0.143,0,0.184,0.704,121.082,2.909083333
low,pop,dance pop,0.516,0.857,0,-3.432,minor,0.0463,0.0368,0,0.264,0.448,127.949,3.3125
low,pop,dance pop,0.686,0.613,2,-5.614,major,0.069,0.0386,0,0.251,0.452,104.988,3.447916667
high,pop,dance pop,0.503,0.754,7,-3.634,major,0.0424,0.264,5.85E-05,0.297,0.597,116.524,3.1125
low,pop,dance pop,0.382,0.698,6,-3.409,major,0.0374,0.00236,5.24E-05,0.108,0.151,127.816,3.91015
high,pop,dance pop,0.59,0.642,7,-3.87,major,0.122,0.0771,0,0.105,0.651,107.356,2.9074
low,pop,dance pop,0.708,0.825,4,-3.117,major,0.0615,0.031,0,0.191,0.662,109.991,3.1
low,pop,dance pop,0.588,0.757,5,-2.415,major,0.0716,0.327,0,0.323,0.836,122.813,3.194166667
high,pop,dance pop,0.636,0.63,0,-6.396,major,0.0346,0.0796,0,0.13,0.454,104.845,3.067
low,pop,dance pop,0.682,0.786,11,-4.87,minor,0.0477,0.214,0,0.12,0.664,91.042,3.265783333
low,pop,dance pop,0.639,0.705,7,-5.039,minor,0.049,0.045,0,0.425,0.595,124.957,3.036016667
low,pop,dance pop,0.815,0.647,9,-7.162,minor,0.218,0.399,0,0.0738,0.182,125.95,2.946216667
low,pop,dance pop,0.696,0.907,0,-4.157,minor,0.073,0.0191,1.23E-05,0.124,0.466,125.932,3.111116667
high,pop,dance pop,0.659,0.617,11,-5.862,minor,0.0649,0.27,0,0.187,0.187,119.858,2.7335
high,pop,dance pop,0.592,0.873,9,-5.65,major,0.0275,0.0715,0.00982,0.142,0.516,122.011,4.621033333
low,pop,dance pop,0.651,0.617,8,-6.077,major,0.0309,0.179,0,0.113,0.591,121.977,2.798533333
low,pop,dance pop,0.707,0.585,5,-11.024,major,0.0701,0.145,0.00485,0.257,0.277,125.161,2.592
low,pop,dance pop,0.673,0.687,6,-5.295,minor,0.0623,0.269,0,0.181,0.524,96.964,3.517333333
high,pop,dance pop,0.567,0.765,1,-4.107,minor,0.108,0.317,0,0.14,0.541,121.924,2.82445
low,pop,dance pop,0.768,0.83,11,-4.983,minor,0.036,0.0229,0.000127,0.145,0.444,126.007,3.121683333
high,pop,dance pop,0.734,0.765,7,-5.562,major,0.0621,0.151,0,0.231,0.518,109.989,2.727266667
low,pop,dance pop,0.689,0.901,7,-1.431,major,0.0678,0.145,1.03E-05,0.459,0.651,125.115,3.008083333
high,pop,dance pop,0.676,0.582,9,-7.58,major,0.128,0.221,0.00627,0.515,0.447,124.012,3.243633333
high,pop,dance pop,0.686,0.693,0,-6.245,minor,0.131,0.329,0,0.136,0.699,124.206,3.297933333
low,pop,dance pop,0.763,0.674,9,-5.146,major,0.0378,0.0106,3.58E-06,0.0321,0.759,105.027,2.9752
low,pop,dance pop,0.6,0.754,0,-4.204,major,0.0488,0.0688,0,0.151,0.641,128.044,3.013666667
low,pop,dance pop,0.691,0.924,0,-3.839,major,0.0577,0.00828,3.80E-06,0.402,0.34,125.983,2.634916667
low,pop,dance pop,0.63,0.726,0,-3.753,major,0.0978,0.0717,0,0.108,0.499,122.055,3.274583333
low,pop,dance pop,0.734,0.921,6,-1.936,minor,0.0863,0.0328,0,0.197,0.654,120.056,3.641333333
low,pop,dance pop,0.605,0.854,11,-4.128,minor,0.0488,0.0673,0,0.54,0.165,124.024,3.57735
low,pop,dance pop,0.609,0.523,1,-12.649,major,0.0796,0.00959,0.000155,0.15,0.342,127.977,3.03125
low,pop,dance pop,0.733,0.839,1,-2.84,minor,0.0335,0.0145,0.000187,0.162,0.471,126.009,3.72555
high,pop,dance pop,0.43,0.606,4,-5.115,minor,0.0431,0.131,0,0.173,0.123,169.988,3.528
high,pop,dance pop,0.661,0.723,5,-6.976,minor,0.0566,0.179,1.23E-05,0.14,0.316,113.778,2.730083333
low,pop,dance pop,0.752,0.764,1,-4.399,major,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,2.720266667
high,pop,dance pop,0.704,0.888,11,-2.872,major,0.0541,0.00553,0.0011,0.079,0.531,125.027,2.616666667
high,pop,dance pop,0.655,0.713,9,-6.293,minor,0.0501,0.338,0,0.0971,0.61,94.05,3.07755
low,pop,dance pop,0.732,0.734,0,-6.423,major,0.107,0.00719,1.49E-05,0.34,0.643,123.033,2.951216667
low,pop,dance pop,0.619,0.735,7,-3.925,major,0.0445,0.017,1.78E-06,0.347,0.668,119.981,2.819283333
low,pop,dance pop,0.746,0.846,9,-2.432,major,0.048,0.0485,0,0.195,0.403,114.955,2.91555
low,pop,dance pop,0.776,0.809,6,-5.726,minor,0.069,0.415,0,0.179,0.582,100.071,3.375333333
low,pop,dance pop,0.621,0.898,10,-4.569,major,0.0401,0.0976,1.08E-05,0.404,0.332,124.018,3.017333333
low,pop,dance pop,0.767,0.674,0,-6.246,major,0.0529,0.0216,5.88E-05,0.257,0.221,121.011,2.8106
high,pop,dance pop,0.655,0.672,1,-4.966,major,0.0581,0.253,0,0.312,0.675,98.005,3.314666667
low,pop,dance pop,0.638,0.656,5,-5.299,major,0.0611,0.143,5.76E-05,0.094,0.271,103.081,3.032666667
high,pop,dance pop,0.689,0.505,0,-6.389,major,0.0933,0.158,0,0.138,0.312,99.017,3.62155
low,pop,dance pop,0.445,0.597,8,-6.724,major,0.0575,0.158,2.21E-06,0.128,0.263,175.903,2.991666667
high,pop,dance pop,0.807,0.887,1,-4.311,minor,0.0361,0.016,0.000503,0.0811,0.606,122.015,3.819733333
low,pop,dance pop,0.684,0.823,0,-4.881,major,0.0296,0.00576,7.42E-06,0.201,0.384,117.993,3.6
low,pop,dance pop,0.653,0.708,10,-5.385,major,0.0345,0.109,0.0011,0.163,0.347,111.924,2.79785
high,pop,dance pop,0.662,0.858,2,-4.844,major,0.0428,0.00163,0,0.0456,0.295,133.993,3.027883333
low,pop,dance pop,0.691,0.821,0,-4.527,major,0.0401,0.136,0.000115,0.092,0.759,104.961,3.7
high,pop,dance pop,0.717,0.716,3,-5.485,minor,0.0432,0.0421,0.000467,0.0699,0.206,125.064,2.688
high,pop,dance pop,0.677,0.497,5,-5.763,major,0.0809,0.152,0,0.0911,0.419,99.137,3.94755
high,pop,dance pop,0.715,0.605,0,-5.128,minor,0.0428,0.239,1.41E-05,0.189,0.454,122.956,3.54555
low,pop,dance pop,0.572,0.713,5,-4.826,major,0.0406,0.0754,0,0.226,0.559,89.996,2.61675
low,pop,dance pop,0.645,0.741,5,-4.989,minor,0.0339,0.0323,0,0.29,0.534,123.07,3.383333333
low,pop,dance pop,0.497,0.924,11,-3.43,minor,0.0434,0.149,0.251,0.267,0.283,120.018,2.500083333
high,pop,dance pop,0.527,0.835,6,-5.298,major,0.0433,0.0166,0,0.249,0.654,125.983,2.9443
low,pop,dance pop,0.401,0.872,1,-3.641,minor,0.314,0.167,0,0.362,0.472,104.592,3.354283333
high,pop,dance pop,0.738,0.794,11,-4.118,minor,0.0416,0.101,0,0.0533,0.566,104.014,3.0689
low,pop,dance pop,0.702,0.903,4,-3.921,major,0.038,0.121,0.000123,0.168,0.66,125.948,2.78245
low,pop,dance pop,0.814,0.705,7,-4.734,major,0.0904,0.0958,0.000133,0.0687,0.6,110.004,4.010283333
low,pop,dance pop,0.724,0.733,11,-5.539,minor,0.0382,0.0249,0.000318,0.127,0.672,125.993,3.46845
high,pop,dance pop,0.771,0.826,11,-3.978,major,0.0604,0.142,0.03,0.145,0.185,100.012,3.538
high,pop,dance pop,0.747,0.834,3,-2.867,minor,0.045,0.374,0,0.0586,0.687,128.005,3.596
high,pop,dance pop,0.813,0.761,10,-5.687,minor,0.085,0.0529,0.0119,0.337,0.29,124.957,2.88445
low,pop,dance pop,0.728,0.794,1,-3.992,major,0.0635,0.148,0,0.0688,0.523,112.071,3.239333333
high,pop,dance pop,0.719,0.704,1,-4.724,major,0.0476,0.0691,0,0.166,0.628,133.002,3.123933333
low,pop,dance pop,0.564,0.833,0,-3.964,major,0.0952,0.0112,0,0.101,0.395,127.948,3.489016667
high,pop,dance pop,0.414,0.486,6,-6.431,minor,0.0311,0.0129,0,0.111,0.368,128.038,3.846033333
high,pop,dance pop,0.682,0.656,6,-4.67,major,0.0435,0.0737,0,0.353,0.607,130.089,3.05045
low,pop,dance pop,0.674,0.471,9,-8.199,major,0.0719,0.0946,0,0.22,0.219,127.963,3.05575
low,pop,dance pop,0.69,0.689,2,-6.522,major,0.174,0.0655,1.45E-06,0.136,0.307,131.945,2.153966667
low,pop,dance pop,0.594,0.722,4,-5.751,minor,0.0398,0.0156,0,0.0667,0.407,127.877,3.3387
low,pop,dance pop,0.468,0.968,2,-4.083,major,0.0478,0.0224,0.922,0.194,0.284,129.998,3.32075
low,pop,dance pop,0.465,0.739,10,-7.786,major,0.0648,0.00987,1.88E-06,0.373,0.0652,125.994,3.61905
high,pop,dance pop,0.701,0.425,7,-10.965,major,0.375,0.328,0.13,0.1,0.562,135.128,3.2348
low,pop,dance pop,0.631,0.939,7,-1.7,minor,0.0398,0.0728,0.000187,0.319,0.353,128.048,3.191666667
low,pop,dance pop,0.578,0.776,7,-2.698,minor,0.0409,0.363,0.00119,0.175,0.608,129.03,3.1783
low,pop,dance pop,0.671,0.91,0,-3.621,major,0.1,0.00196,0.0316,0.171,0.413,128.036,2.3125
low,pop,dance pop,0.715,0.792,2,-6.4,minor,0.0325,0.055,0.0236,0.269,0.357,128.024,3.086016667
low,pop,dance pop,0.714,0.809,7,-4.34,minor,0.0801,0.00736,0,0.342,0.32,128.045,2.896616667
low,pop,dance pop,0.691,0.874,4,-6.276,minor,0.09,0.0286,0.633,0.0704,0.0909,127.99,4.719883333
low,pop,dance pop,0.651,0.711,3,-5.062,minor,0.0378,0.111,6.13E-05,0.0488,0.425,125.089,3.199233333
low,pop,dance pop,0.59,0.888,0,-4.151,major,0.0797,0.000753,0.00535,0.817,0.0715,128.025,3.25
low,pop,dance pop,0.438,0.914,9,-3.919,minor,0.0601,0.0206,0.623,0.12,0.225,128.184,2.6875
low,pop,dance pop,0.59,0.678,10,-5.48,major,0.0384,0.0259,2.20E-05,0.0707,0.4,126.061,2.968866667
low,pop,dance pop,0.461,0.773,0,-6.436,minor,0.0539,0.0153,0,0.234,0.266,131.085,3.1832
high,pop,dance pop,0.563,0.954,7,-1.835,minor,0.0283,0.119,0.168,0.27,0.788,128.014,2.703116667
low,pop,dance pop,0.446,0.573,3,-5.081,major,0.0279,0.0416,0,0.108,0.167,135.96,3.561783333
low,pop,dance pop,0.577,0.741,6,-3.83,minor,0.0501,0.298,0,0.142,0.581,128.081,3.84355
low,pop,dance pop,0.486,0.855,3,-4.493,minor,0.0497,0.000452,0.00146,0.249,0.151,129.9,1.75365
high,pop,dance pop,0.635,0.9,0,-3.719,minor,0.0377,0.00664,0.0145,0.37,0.15,127.978,3.375
low,pop,dance pop,0.733,0.791,0,-5.599,major,0.0403,0.239,0.784,0.265,0.477,128.007,2.937666667
low,pop,dance pop,0.627,0.956,8,-4.498,minor,0.0719,0.0256,0.588,0.125,0.392,127.984,3.625
low,pop,dance pop,0.527,0.806,2,-5.639,minor,0.0323,0.000598,0,0.358,0.534,131.882,3.911333333
low,pop,dance pop,0.742,0.838,3,-2.758,minor,0.0476,0.339,0,0.0595,0.694,128.022,3.5946
low,pop,dance pop,0.708,0.868,6,-3.287,major,0.0431,0.0313,0,0.122,0.72,124.994,3.383316667
low,pop,dance pop,0.653,0.911,9,-2.979,minor,0.0645,0.0623,5.22E-05,0.301,0.335,125.959,3.2619
low,pop,dance pop,0.361,0.945,0,-5.219,minor,0.111,0.00105,0.0342,0.0967,0.138,127.985,2.875
low,pop,dance pop,0.732,0.828,6,-5.935,minor,0.0535,0.00379,0.797,0.272,0.226,128.003,3.160416667
low,pop,dance pop,0.673,0.943,10,-3.604,minor,0.0481,0.0448,3.83E-06,0.101,0.0358,127.999,2.861866667
low,pop,dance pop,0.628,0.593,8,-5.036,major,0.0323,0.093,1.65E-06,0.096,0.104,125.026,3.287783333
low,pop,dance pop,0.555,0.813,0,-5.792,major,0.033,0.0201,0,0.165,0.435,125.034,3.552
high,pop,dance pop,0.552,0.76,0,-4.706,major,0.342,0.0733,0,0.0865,0.639,135.702,4.333333333
high,pop,dance pop,0.467,0.757,2,-3.01,major,0.0517,0.0866,0,0.0742,0.383,131.993,4.244216667
low,pop,dance pop,0.722,0.744,11,-5.52,minor,0.0363,0.0234,0.000157,0.143,0.686,125.985,3.4605
high,pop,dance pop,0.501,0.519,4,-5.88,minor,0.0409,0.109,0,0.454,0.168,133.99,3.261783333
low,pop,dance pop,0.64,0.857,4,-8.26,major,0.266,0.00164,0.557,0.336,0.645,128.058,2.453116667
low,pop,dance pop,0.769,0.817,1,-5.409,major,0.103,0.0225,1.03E-06,0.244,0.896,118.021,3.043883333
low,pop,dance pop,0.787,0.722,7,-5.43,major,0.0395,0.0489,0,0.0956,0.52,127.952,3.639283333
low,pop,dance pop,0.63,0.787,1,-4.302,major,0.103,0.00489,0,0.134,0.466,128.997,3.531116667
low,pop,dance pop,0.617,0.885,8,-3.989,minor,0.0375,0.0169,0,0.326,0.768,139.95,3.687216667
low,pop,dance pop,0.746,0.805,10,-4.499,major,0.0683,0.074,0,0.0548,0.843,144.983,3.715533333
low,pop,dance pop,0.695,0.88,5,-2.965,major,0.158,0.194,0,0.0898,0.786,127.075,3.748033333
low,pop,dance pop,0.705,0.858,7,-3.374,major,0.0627,0.112,0,0.298,0.536,106.019,3.84905
low,pop,dance pop,0.803,0.863,1,-4.939,major,0.0903,0.00947,0.0136,0.0823,0.467,112.986,3.385783333
low,pop,dance pop,0.736,0.666,8,-4.503,major,0.0417,0.0795,1.89E-05,0.332,0.22,109.958,2.717333333
low,pop,dance pop,0.826,0.569,5,-7.18,major,0.0473,0.287,0.000491,0.0449,0.555,105.014,3.585666667
low,pop,dance pop,0.837,0.52,9,-7.575,minor,0.14,0.617,0.0182,0.184,0.463,123.972,3.02
low,pop,dance pop,0.636,0.744,0,-3.799,major,0.0291,0.101,0,0.0912,0.486,133.994,3.472216667
low,pop,dance pop,0.486,0.714,7,-6.197,major,0.115,0.0622,0,0.333,0.496,127.41,3.257216667
low,pop,dance pop,0.789,0.77,5,-5.531,minor,0.0553,0.0403,0,0.0988,0.791,102,3.225883333
low,pop,dance pop,0.608,0.961,2,-2.259,major,0.124,0.023,0,0.294,0.366,137.9,4.001666667
low,pop,dance pop,0.604,0.733,2,-5.788,major,0.0348,0.105,0,0.25,0.399,124.885,4.515066667
low,pop,dance pop,0.655,0.993,2,-2.026,major,0.0862,0.507,0,0.392,0.62,93.021,3.472933333
low,pop,dance pop,0.836,0.588,7,-7.454,major,0.16,0.237,0.000913,0.0618,0.636,92.985,3.756866667
low,pop,dance pop,0.705,0.666,6,-5.001,major,0.0583,0.577,0,0.0835,0.697,127.967,3.732
low,pop,dance pop,0.567,0.865,6,-5.125,major,0.139,0.0127,0,0.0546,0.838,187.981,4.067683333
low,pop,dance pop,0.718,0.8,9,-5.715,major,0.0587,0.00588,1.63E-05,0.337,0.266,117.98,3.432133333
low,pop,dance pop,0.775,0.673,9,-6.526,major,0.081,0.0564,0,0.111,0.5,112.059,3.806183333
low,pop,dance pop,0.847,0.512,10,-9.071,major,0.053,0.152,0.000478,0.0746,0.765,111.989,2.713783333
low,pop,dance pop,0.742,0.719,4,-6.341,minor,0.0387,0.0867,0,0.126,0.318,125.007,3.616666667
low,pop,dance pop,0.549,0.847,5,-4.966,major,0.0483,0.0587,0,0.102,0.149,124.01,4.87645
low,pop,dance pop,0.425,0.56,0,-6.395,minor,0.308,0.0826,0,0.35,0.347,168.068,3.272783333
low,pop,dance pop,0.716,0.463,9,-7.563,major,0.0337,0.693,0.000296,0.121,0.342,92.023,3.880533333
low,pop,dance pop,0.697,0.77,0,-3.828,major,0.0327,0.00374,0,0.0424,0.748,102.002,3.568633333
low,pop,dance pop,0.866,0.746,8,-6.139,minor,0.0706,0.446,0,0.133,0.594,100.019,3.08225
low,pop,dance pop,0.554,0.782,0,-2.927,major,0.0367,0.198,0,0.0756,0.63,155.912,3.223616667
low,pop,dance pop,0.684,0.854,4,-3.625,minor,0.0847,0.0615,1.37E-06,0.152,0.594,101.034,3.882883333
low,pop,dance pop,0.711,0.934,11,-0.7,major,0.0588,0.0445,8.83E-06,0.0537,0.866,124.988,3.738883333
low,pop,dance pop,0.649,0.856,8,-2.745,major,0.181,0.127,0,0.0702,0.892,171.884,3.324
low,pop,dance pop,0.392,0.891,11,-2.746,minor,0.059,0.0236,0,0.281,0.45,89.952,3.577116667
low,pop,dance pop,0.763,0.763,10,-4.176,minor,0.0626,0.0298,1.90E-05,0.652,0.953,143.994,3.525783333
low,pop,dance pop,0.625,0.728,2,-5.486,major,0.03,0.0097,0,0.101,0.101,96.009,3.306133333
low,pop,dance pop,0.621,0.614,6,-5.411,major,0.0539,0.0462,1.80E-06,0.0452,0.727,200.012,3.502233333
low,pop,dance pop,0.729,0.646,9,-6.046,minor,0.0452,0.0682,0.000481,0.0484,0.543,82.49,3.3452
low,pop,dance pop,0.713,0.709,4,-6.451,major,0.0703,0.042,0,0.0995,0.708,109.973,4.723333333
low,pop,dance pop,0.705,0.55,2,-7.974,major,0.0381,0.0887,0.00485,0.0895,0.351,94.969,3.53685
low,pop,dance pop,0.62,0.775,7,-4.677,major,0.0271,0.0634,0.0501,0.0676,0.427,107.992,3.472216667
low,pop,dance pop,0.834,0.823,8,-4.603,major,0.0716,0.09,0.000101,0.0561,0.872,128.006,2.775383333
low,pop,dance pop,0.738,0.55,5,-9.845,minor,0.0473,0.00919,0.000648,0.0772,0.599,110.024,5.1996
low,pop,dance pop,0.695,0.646,9,-7.103,minor,0.032,0.0345,0.000294,0.0967,0.229,95.007,2.621466667
low,pop,dance pop,0.74,0.56,4,-5.566,minor,0.0387,0.172,0,0.0717,0.207,111.083,4.415583333
low,pop,dance pop,0.638,0.735,8,-4.635,major,0.0873,0.0269,0,0.0603,0.628,99.964,3.689783333
low,pop,dance pop,0.704,0.584,6,-7.384,minor,0.026,0.324,0.0979,0.0965,0.752,102.987,3.677183333
low,pop,dance pop,0.599,0.795,7,-5.072,minor,0.15,0.223,0,0.125,0.479,150.036,2.441666667
low,pop,dance pop,0.539,0.739,0,-5.429,minor,0.204,0.0263,0,0.297,0.386,173.082,4.153116667
low,pop,dance pop,0.738,0.846,2,-5.929,major,0.0758,0.158,0.0353,0.0282,0.879,125.98,3.951183333
low,pop,dance pop,0.802,0.776,8,-6.903,minor,0.112,0.16,0,0.0969,0.687,109.996,3.75455
low,pop,dance pop,0.679,0.637,8,-5.683,major,0.0427,0.0821,1.04E-06,0.158,0.228,105.026,4.069783333
low,pop,dance pop,0.827,0.851,11,-4.589,minor,0.103,0.122,2.31E-05,0.0706,0.928,127.993,3.568866667
low,pop,dance pop,0.779,0.721,8,-8.409,minor,0.0487,0.00618,0.00696,0.239,0.84,121.948,3.45355
low,pop,dance pop,0.701,0.927,5,-3.21,minor,0.0644,0.31,0,0.0505,0.832,119.991,3.4755
low,pop,dance pop,0.625,0.905,6,-6.323,minor,0.135,0.553,0.0298,0.247,0.597,140.026,2.357883333
low,pop,dance pop,0.677,0.75,9,-5.824,major,0.033,0.14,0.000249,0.0363,0.967,114.958,4.043783333
low,pop,dance pop,0.706,0.734,0,-4.623,major,0.0324,0.0229,0,0.112,0.395,99.999,3.685
low,pop,dance pop,0.792,0.673,5,-7.876,minor,0.163,0.0652,8.47E-05,0.145,0.784,104.996,4.0194
low,pop,dance pop,0.561,0.929,11,-1.687,major,0.0288,0.182,0.000776,0.245,0.898,190.05,3.55245
high,pop,dance pop,0.633,0.706,10,-5.137,minor,0.0627,0.000587,0.0795,0.245,0.399,128.187,3.15245
low,pop,dance pop,0.652,0.837,1,-3.104,minor,0.0723,0.0976,0,0.0844,0.562,108.042,3.181716667
low,pop,dance pop,0.678,0.787,1,-4.741,minor,0.0452,0.147,0,0.0799,0.471,158.014,3.442966667
high,pop,dance pop,0.751,0.726,8,-3.499,minor,0.038,0.0706,3.42E-06,0.278,0.581,104.914,3.552733333
high,pop,dance pop,0.572,0.964,4,-1.949,minor,0.123,0.0503,0,0.372,0.519,129.979,3.316883333
low,pop,dance pop,0.671,0.859,4,-3.922,minor,0.0833,0.0323,0,0.267,0.389,139.931,3.48925
low,pop,dance pop,0.781,0.879,5,-3.725,major,0.0533,0.0309,0,0.0546,0.836,119.997,3.414883333
high,pop,dance pop,0.565,0.903,7,-1.918,major,0.05,0.0746,0,0.359,0.538,97.967,3.662666667
high,pop,dance pop,0.839,0.902,1,-3.612,minor,0.0536,0.0868,0.00257,0.272,0.639,114.953,3.150833333
low,pop,dance pop,0.658,0.87,2,-2.373,major,0.0626,0.177,0,0.36,0.422,89.994,3.341083333
high,pop,dance pop,0.74,0.835,10,-3.425,minor,0.0839,0.0139,0,0.857,0.535,123.024,4.188216667
high,pop,dance pop,0.782,0.731,3,-4.581,minor,0.143,0.0376,3.15E-05,0.0956,0.824,138.032,3.255116667
high,pop,dance pop,0.785,0.744,3,-4.249,minor,0.0369,0.0149,0.00666,0.0661,0.833,126.018,3.48105
low,pop,dance pop,0.76,0.887,9,-1.993,major,0.0409,0.037,0,0.138,0.24,130.018,3.219333333
high,pop,dance pop,0.566,0.769,7,-4.342,major,0.0872,0.0183,0,0.108,0.385,170.036,3.185
low,pop,dance pop,0.737,0.764,0,-5.511,major,0.0947,0.111,0,0.0423,0.924,92.044,2.770216667
high,pop,dance pop,0.645,0.862,11,-4.757,minor,0.0965,0.0923,0,0.192,0.798,119.991,3.82955
high,pop,dance pop,0.719,0.828,6,-5.559,major,0.0613,0.0343,0,0.0747,0.634,139.927,3.811366667
high,pop,dance pop,0.704,0.787,0,-3.114,major,0.082,0.114,0,0.228,0.707,96.929,3.264266667
high,pop,dance pop,0.734,0.855,9,-3.211,major,0.118,0.00481,0,0.123,0.422,126.035,3.7122
low,pop,dance pop,0.613,0.842,10,-4.332,minor,0.219,0.0157,0,0.23,0.645,169.917,3.978766667
low,pop,dance pop,0.76,0.672,9,-5.277,minor,0.0732,0.465,0,0.205,0.505,127.986,3.2289
low,pop,dance pop,0.786,0.853,8,-2.687,major,0.0816,0.0688,0,0.0759,0.45,125.034,3.5544
high,pop,dance pop,0.563,0.979,9,-3.104,major,0.104,0.00911,0,0.249,0.503,126.063,3.460283333
low,pop,dance pop,0.652,0.785,6,-4.34,major,0.0448,0.0667,0,0.124,0.662,127.016,3.610666667
low,pop,dance pop,0.787,0.543,10,-6.7,minor,0.037,0.0233,0,0.0861,0.332,99.026,3.510683333
low,pop,dance pop,0.6,0.96,4,-1.807,major,0.095,0.0426,0,0.0882,0.503,109.863,3.951283333
high,pop,dance pop,0.616,0.833,3,-3.314,minor,0.067,0.315,0,0.175,0.595,97.898,3.266966667
low,pop,dance pop,0.76,0.842,6,-5.558,major,0.131,0.0677,0.000123,0.313,0.882,102.987,2.72515
high,pop,dance pop,0.598,0.775,1,-4.035,minor,0.0545,0.022,0,0.0677,0.687,129.819,3.718716667
low,pop,dance pop,0.632,0.906,6,-1.466,minor,0.0494,0.321,0,0.223,0.755,129.999,3.5356
low,pop,dance pop,0.702,0.913,11,-2.977,major,0.0374,0.0514,3.71E-06,0.166,0.735,137.982,3.961416667
low,pop,dance pop,0.674,0.91,7,-2.898,minor,0.0594,0.029,0,0.342,0.599,132.04,3.522
low,pop,dance pop,0.709,0.718,6,-3.315,minor,0.0312,0.059,0,0.167,0.24,104.971,3.430333333
low,pop,dance pop,0.7,0.873,1,-2.901,major,0.0869,0.0148,0,0.343,0.612,99.972,3.226316667
low,pop,dance pop,0.752,0.804,11,-3.512,minor,0.0656,0.022,1.76E-05,0.0865,0.795,146.943,3.220883333
low,pop,dance pop,0.725,0.94,5,-2.32,minor,0.0435,0.115,0.00431,0.0864,0.905,127.051,3.474583333
low,pop,dance pop,0.718,0.794,11,-2.877,minor,0.0703,0.0806,0,0.0679,0.751,114.285,3.43035
